Rate date,Base Currency,Conversion Currency,Exchange Rate
2026-01-21,USD,SGD,1.2834
2026-01-21,USD,THB,31.15
2026-01-21,USD,TRY,43.2947
2026-01-21,USD,TWD,31.604
2026-01-21,USD,ZAR,16.2372
2026-01-22,EUR,GBP,0.8706
2026-01-22,GBP,AUD,1.9745
2026-01-22,GBP,CAD,1.8603
2026-01-22,GBP,CHF,1.0658
2026-01-22,GBP,CNY,9.3923
2026-01-22,GBP,CZK,27.8806
2026-01-22,GBP,DKK,8.579
2026-01-22,GBP,EUR,1.1486
2026-01-22,GBP,HKD,10.5097
2026-01-22,GBP,HUF,438.9111
2026-01-22,GBP,ILS,4.2276
2026-01-22,GBP,INR,123.5144
2026-01-22,GBP,JPY,213.4848
2026-01-22,GBP,KRW,1976.6161
2026-01-22,GBP,MYR,5.4451
2026-01-22,GBP,NOK,13.309
2026-01-22,GBP,NZD,2.2867
2026-01-22,GBP,PLN,4.8232
2026-01-22,GBP,RON,5.8473
2026-01-22,GBP,SAR,5.0543
2026-01-22,GBP,SEK,12.168
2026-01-22,GBP,SGD,1.7274
2026-01-22,GBP,THB,42.0379
2026-01-22,GBP,TRY,58.311
2026-01-22,GBP,TWD,42.6242
2026-01-22,GBP,USD,1.3478
2026-01-22,GBP,ZAR,21.7908
2026-01-22,USD,AUD,1.465
2026-01-22,USD,BRL,5.2946
2026-01-22,USD,CHF,0.7908
2026-01-22,USD,CNY,6.9687
2026-01-22,USD,CZK,20.686
2026-01-22,USD,DKK,6.3652
2026-01-22,USD,EUR,0.8522
2026-01-22,USD,GBP,0.7419
2026-01-22,USD,HKD,7.7977
2026-01-22,USD,HUF,325.65
2026-01-22,USD,ILS,3.1367
2026-01-22,USD,INR,91.6415
2026-01-22,USD,JPY,158.395
2026-01-22,USD,KRW,1466.55
2026-01-22,USD,MYR,4.04
2026-01-22,USD,NOK,9.8746
2026-01-22,USD,NZD,1.6966
2026-01-22,USD,PLN,3.5786
2026-01-22,USD,SAR,3.75
2026-01-22,USD,SEK,9.0281
2026-01-22,USD,SGD,1.2817
2026-01-22,USD,THB,31.19
2026-01-22,USD,TRY,43.2639
2026-01-22,USD,TWD,31.625
2026-01-22,USD,ZAR,16.1677
2026-01-23,EUR,GBP,0.8669
2026-01-23,GBP,AUD,1.9738
2026-01-23,GBP,CAD,1.8631
2026-01-23,GBP,CHF,1.0704
2026-01-23,GBP,CNY,9.4435
2026-01-23,GBP,CZK,27.9663
2026-01-23,GBP,DKK,8.615
2026-01-23,GBP,EUR,1.1536
2026-01-23,GBP,HKD,10.578
2026-01-23,GBP,HUF,440.4773
2026-01-23,GBP,ILS,4.2521
2026-01-23,GBP,INR,124.5969
2026-01-23,GBP,JPY,214.4672
2026-01-23,GBP,KRW,1987.8991
2026-01-23,GBP,MYR,5.4331
2026-01-23,GBP,NOK,13.33
2026-01-23,GBP,NZD,2.2902
2026-01-23,GBP,PLN,4.852
2026-01-23,GBP,RON,5.8762
2026-01-23,GBP,SAR,5.0865
2026-01-23,GBP,SEK,12.2144
2026-01-23,GBP,SGD,1.7326
2026-01-23,GBP,THB,42.2044
2026-01-23,GBP,TRY,58.8313
2026-01-23,GBP,TWD,42.808
2026-01-23,GBP,USD,1.3564
2026-01-23,GBP,ZAR,21.9046
2026-01-23,USD,AUD,1.4552
2026-01-23,USD,BRL,5.2842
2026-01-23,USD,CHF,0.7892
2026-01-23,USD,CNY,6.9622
2026-01-23,USD,CZK,20.618
2026-01-23,USD,DKK,6.3514
2026-01-23,USD,EUR,0.8505
2026-01-23,USD,GBP,0.7372
2026-01-23,USD,HKD,7.7986
2026-01-23,USD,HUF,324.74
2026-01-23,USD,ILS,3.1349
2026-01-23,USD,INR,91.8585
2026-01-23,USD,JPY,158.115
2026-01-23,USD,KRW,1465.57
2026-01-23,USD,MYR,4.0055
2026-01-23,USD,NOK,9.8275
2026-01-23,USD,NZD,1.6885
2026-01-23,USD,PLN,3.5772
2026-01-23,USD,SAR,3.75
2026-01-23,USD,SEK,9.0051
2026-01-23,USD,SGD,1.2774
2026-01-23,USD,THB,31.115
2026-01-23,USD,TRY,43.3731
2026-01-23,USD,TWD,31.56
2026-01-23,USD,ZAR,16.1491
2026-01-26,EUR,GBP,0.8678
2026-01-26,GBP,AUD,1.9756
2026-01-26,GBP,CAD,1.8752
2026-01-26,GBP,CHF,1.061
2026-01-26,GBP,CNY,9.5254
2026-01-26,GBP,CZK,27.929
2026-01-26,GBP,DKK,8.6065
2026-01-26,GBP,EUR,1.1523
2026-01-26,GBP,HKD,10.6888
2026-01-26,GBP,HUF,439.3322
2026-01-26,GBP,ILS,4.2718
2026-01-26,GBP,INR,125.7012
2026-01-26,GBP,JPY,210.8488
2026-01-26,GBP,KRW,1975.1822
2026-01-26,GBP,MYR,5.4357
2026-01-26,GBP,NOK,13.3702
2026-01-26,GBP,NZD,2.2869
2026-01-26,GBP,PLN,4.844
2026-01-26,GBP,RON,5.8732
2026-01-26,GBP,SAR,5.1402
2026-01-26,GBP,SEK,12.2237
2026-01-26,GBP,SGD,1.7386
2026-01-26,GBP,THB,42.5755
2026-01-26,GBP,TRY,59.4446
2026-01-26,GBP,TWD,43.0868
2026-01-26,GBP,USD,1.3708
2026-01-26,GBP,ZAR,21.8515
2026-01-26,USD,AUD,1.4412
2026-01-26,USD,BRL,5.2621
2026-01-26,USD,CHF,0.774
2026-01-26,USD,CNY,6.9491
2026-01-26,USD,CZK,20.375
2026-01-26,USD,DKK,6.2787
2026-01-26,USD,EUR,0.8407
2026-01-26,USD,GBP,0.7295
2026-01-26,USD,HKD,7.7978
2026-01-26,USD,HUF,320.505
2026-01-26,USD,ILS,3.1164
2026-01-26,USD,INR,91.7025
2026-01-26,USD,JPY,153.82
2026-01-26,USD,KRW,1440.95
2026-01-26,USD,MYR,3.9655
2026-01-26,USD,NOK,9.754
2026-01-26,USD,NZD,1.6683
2026-01-26,USD,PLN,3.5339
2026-01-26,USD,SAR,3.7499
2026-01-26,USD,SEK,8.9175
2026-01-26,USD,SGD,1.2684
2026-01-26,USD,THB,31.06
2026-01-26,USD,TRY,43.3665
2026-01-26,USD,TWD,31.433
2026-01-26,USD,ZAR,15.9413
2026-01-27,EUR,GBP,0.8691
2026-01-27,GBP,AUD,1.9744
2026-01-27,GBP,CAD,1.8716
2026-01-27,GBP,CHF,1.056
2026-01-27,GBP,CNY,9.5558
2026-01-27,GBP,CZK,27.8963
2026-01-27,GBP,DKK,8.5913
2026-01-27,GBP,EUR,1.1507
2026-01-27,GBP,HKD,10.7255
2026-01-27,GBP,HUF,437.1533
2026-01-27,GBP,ILS,4.2714
2026-01-27,GBP,INR,125.9177
2026-01-27,GBP,JPY,210.728
2026-01-27,GBP,KRW,1978.6346
2026-01-27,GBP,MYR,5.4353
2026-01-27,GBP,NOK,13.264
2026-01-27,GBP,NZD,2.2887
2026-01-27,GBP,PLN,4.8301
2026-01-27,GBP,RON,5.863
2026-01-27,GBP,SAR,5.1567
2026-01-27,GBP,SEK,12.1556
2026-01-27,GBP,SGD,1.7383
2026-01-27,GBP,THB,42.6778
2026-01-27,GBP,TRY,59.6874
2026-01-27,GBP,TWD,43.2155
2026-01-27,GBP,USD,1.3751
2026-01-27,GBP,ZAR,21.9784
2026-01-27,USD,AUD,1.4358
2026-01-27,USD,BRL,5.2183
2026-01-27,USD,CHF,0.7679
2026-01-27,USD,CNY,6.9489
2026-01-27,USD,CZK,20.286
2026-01-27,USD,DKK,6.2476
2026-01-27,USD,EUR,0.8368
2026-01-27,USD,GBP,0.7272
2026-01-27,USD,HKD,7.7995
2026-01-27,USD,HUF,317.895
2026-01-27,USD,ILS,3.1062
2026-01-27,USD,INR,91.5665
2026-01-27,USD,JPY,153.24
2026-01-27,USD,KRW,1438.85
2026-01-27,USD,MYR,3.9525
2026-01-27,USD,NOK,9.6455
2026-01-27,USD,NZD,1.6643
2026-01-27,USD,PLN,3.5124
2026-01-27,USD,SAR,3.7499
2026-01-27,USD,SEK,8.8395
2026-01-27,USD,SGD,1.2641
2026-01-27,USD,THB,31.035
2026-01-27,USD,TRY,43.4043
2026-01-27,USD,TWD,31.426
2026-01-27,USD,ZAR,15.9826
2026-01-28,EUR,GBP,0.8661
2026-01-28,GBP,AUD,1.9703
2026-01-28,GBP,CAD,1.8699
2026-01-28,GBP,CHF,1.0609
2026-01-28,GBP,CNY,9.577
2026-01-28,GBP,CZK,28.0454
2026-01-28,GBP,DKK,8.621
2026-01-28,GBP,EUR,1.1546
2026-01-28,GBP,HKD,10.7575
2026-01-28,GBP,HUF,439.4184
2026-01-28,GBP,ILS,4.2719
2026-01-28,GBP,INR,127.1045
2026-01-28,GBP,JPY,211.6282
2026-01-28,GBP,KRW,1977.8101
2026-01-28,GBP,MYR,5.4043
2026-01-28,GBP,NOK,13.2818
2026-01-28,GBP,NZD,2.2852
2026-01-28,GBP,PLN,4.8544
2026-01-28,GBP,RON,5.8832
2026-01-28,GBP,SAR,5.1717
2026-01-28,GBP,SEK,12.2108
2026-01-28,GBP,SGD,1.7427
2026-01-28,GBP,THB,42.9352
2026-01-28,GBP,TRY,59.864
2026-01-28,GBP,TWD,43.2703
2026-01-28,GBP,USD,1.379
2026-01-28,GBP,ZAR,21.9409
2026-01-28,USD,AUD,1.4288
2026-01-28,USD,BRL,5.2115
2026-01-28,USD,CHF,0.7694
2026-01-28,USD,CNY,6.9449
2026-01-28,USD,CZK,20.3375
2026-01-28,USD,DKK,6.2517
2026-01-28,USD,EUR,0.8372
2026-01-28,USD,GBP,0.7252
2026-01-28,USD,HKD,7.801
2026-01-28,USD,HUF,318.65
2026-01-28,USD,ILS,3.0979
2026-01-28,USD,INR,92.1715
2026-01-28,USD,JPY,153.465
2026-01-28,USD,KRW,1434.235
2026-01-28,USD,MYR,3.919
2026-01-28,USD,NOK,9.6315
2026-01-28,USD,NZD,1.6571
2026-01-28,USD,PLN,3.5202
2026-01-28,USD,SAR,3.7503
2026-01-28,USD,SEK,8.8549
2026-01-28,USD,SGD,1.2638
2026-01-28,USD,THB,31.135
2026-01-28,USD,TRY,43.4112
2026-01-28,USD,TWD,31.378
2026-01-28,USD,ZAR,15.9107
2026-01-29,EUR,GBP,0.8667
2026-01-29,GBP,AUD,1.9724
2026-01-29,GBP,CAD,1.8656
2026-01-29,GBP,CHF,1.0571
2026-01-29,GBP,CNY,9.5693
2026-01-29,GBP,CZK,28.0548
2026-01-29,GBP,DKK,8.6155
2026-01-29,GBP,EUR,1.1537
2026-01-29,GBP,HKD,10.7417
2026-01-29,GBP,HUF,440.5215
2026-01-29,GBP,ILS,4.2588
2026-01-29,GBP,INR,126.5925
2026-01-29,GBP,JPY,210.3269
2026-01-29,GBP,KRW,1977.402
2026-01-29,GBP,MYR,5.4056
2026-01-29,GBP,NOK,13.2227
2026-01-29,GBP,NZD,2.2816
2026-01-29,GBP,PLN,4.8613
2026-01-29,GBP,RON,5.8807
2026-01-29,GBP,SAR,5.162
2026-01-29,GBP,SEK,12.1974
2026-01-29,GBP,SGD,1.7438
2026-01-29,GBP,THB,43.2036
2026-01-29,GBP,TRY,59.7676
2026-01-29,GBP,TWD,43.2972
2026-01-29,GBP,USD,1.3764
2026-01-29,GBP,ZAR,21.8465
2026-01-29,USD,AUD,1.4331
2026-01-29,USD,BRL,5.2319
2026-01-29,USD,CHF,0.7681
2026-01-29,USD,CNY,6.9527
2026-01-29,USD,CZK,20.3835
2026-01-29,USD,DKK,6.2597
2026-01-29,USD,EUR,0.8383
2026-01-29,USD,GBP,0.7266
2026-01-29,USD,HKD,7.8045
2026-01-29,USD,HUF,320.065
2026-01-29,USD,ILS,3.0943
2026-01-29,USD,INR,91.977
2026-01-29,USD,JPY,152.815
2026-01-29,USD,KRW,1436.7
2026-01-29,USD,MYR,3.9275
2026-01-29,USD,NOK,9.6071
2026-01-29,USD,NZD,1.6577
2026-01-29,USD,PLN,3.5321
2026-01-29,USD,SAR,3.7505
2026-01-29,USD,SEK,8.8622
2026-01-29,USD,SGD,1.267
2026-01-29,USD,THB,31.39
2026-01-29,USD,TRY,43.4247
2026-01-29,USD,TWD,31.458
2026-01-29,USD,ZAR,15.8728
2026-01-30,EUR,GBP,0.867
2026-01-30,GBP,AUD,1.9586
2026-01-30,GBP,CAD,1.858
2026-01-30,GBP,CHF,1.0566
2026-01-30,GBP,CNY,9.5373
2026-01-30,GBP,CZK,28.0684
2026-01-30,GBP,DKK,8.6131
2026-01-30,GBP,EUR,1.1534
2026-01-30,GBP,HKD,10.7151
2026-01-30,GBP,HUF,439.1909
2026-01-30,GBP,ILS,4.2402
2026-01-30,GBP,INR,126.1108
2026-01-30,GBP,JPY,211.5898
2026-01-30,GBP,KRW,1982.7115
2026-01-30,GBP,MYR,5.4084
2026-01-30,GBP,NOK,13.1724
2026-01-30,GBP,NZD,2.2683
2026-01-30,GBP,PLN,4.8534
2026-01-30,GBP,RON,5.8774
2026-01-30,GBP,SAR,5.146
2026-01-30,GBP,SEK,12.1447
2026-01-30,GBP,SGD,1.7411
2026-01-30,GBP,THB,43.2043
2026-01-30,GBP,TRY,59.6727
2026-01-30,GBP,TWD,43.2386
2026-01-30,GBP,USD,1.372
2026-01-30,GBP,ZAR,22.0021
2026-01-30,USD,AUD,1.4276
2026-01-30,USD,BRL,5.2376
2026-01-30,USD,CHF,0.7702
2026-01-30,USD,CNY,6.9514
2026-01-30,USD,CZK,20.458
2026-01-30,USD,DKK,6.2778
2026-01-30,USD,EUR,0.8407
2026-01-30,USD,GBP,0.7289
2026-01-30,USD,HKD,7.8099
2026-01-30,USD,HUF,320.11
2026-01-30,USD,ILS,3.0906
2026-01-30,USD,INR,91.9175
2026-01-30,USD,JPY,154.22
2026-01-30,USD,KRW,1445.125
2026-01-30,USD,MYR,3.942
2026-01-30,USD,NOK,9.6009
2026-01-30,USD,NZD,1.6533
2026-01-30,USD,PLN,3.5375
2026-01-30,USD,SAR,3.7507
2026-01-30,USD,SEK,8.8518
2026-01-30,USD,SGD,1.2691
2026-01-30,USD,THB,31.49
2026-01-30,USD,TRY,43.4933
2026-01-30,USD,TWD,31.515
2026-01-30,USD,ZAR,16.0365
2026-02-02,EUR,GBP,0.8653
2026-02-02,GBP,AUD,1.9625
2026-02-02,GBP,CAD,1.8661
2026-02-02,GBP,CHF,1.0651
2026-02-02,GBP,CNY,9.464
2026-02-02,GBP,CZK,28.0904
2026-02-02,GBP,DKK,8.6314
2026-02-02,GBP,EUR,1.1557
2026-02-02,GBP,HKD,10.6434
2026-02-02,GBP,HUF,440.7729
2026-02-02,GBP,ILS,4.2261
2026-02-02,GBP,INR,124.632
2026-02-02,GBP,JPY,212.148
2026-02-02,GBP,KRW,1983.1171
2026-02-02,GBP,MYR,5.3724
2026-02-02,GBP,NOK,13.2397
2026-02-02,GBP,NZD,2.2743
2026-02-02,GBP,PLN,4.8799
2026-02-02,GBP,RON,5.8889
2026-02-02,GBP,SAR,5.111
2026-02-02,GBP,SEK,12.2207
2026-02-02,GBP,SGD,1.7355
2026-02-02,GBP,THB,43.0661
2026-02-02,GBP,TRY,59.2584
2026-02-02,GBP,TWD,43.0892
2026-02-02,GBP,USD,1.3628
2026-02-02,GBP,ZAR,21.9847
2026-02-02,USD,AUD,1.44
2026-02-02,USD,BRL,5.2628
2026-02-02,USD,CHF,0.7816
2026-02-02,USD,CNY,6.9443
2026-02-02,USD,CZK,20.6115
2026-02-02,USD,DKK,6.3334
2026-02-02,USD,EUR,0.848
2026-02-02,USD,GBP,0.7338
2026-02-02,USD,HKD,7.8097
2026-02-02,USD,HUF,323.42
2026-02-02,USD,ILS,3.101
2026-02-02,USD,INR,91.4495
2026-02-02,USD,JPY,155.665
2026-02-02,USD,KRW,1455.125
2026-02-02,USD,MYR,3.942
2026-02-02,USD,NOK,9.7147
2026-02-02,USD,NZD,1.6688
2026-02-02,USD,PLN,3.5807
2026-02-02,USD,SAR,3.7502
2026-02-02,USD,SEK,8.967
2026-02-02,USD,SGD,1.2735
2026-02-02,USD,THB,31.6
2026-02-02,USD,TRY,43.4812
2026-02-02,USD,TWD,31.617
2026-02-02,USD,ZAR,16.1314
2026-02-03,EUR,GBP,0.862
2026-02-03,GBP,AUD,1.9537
2026-02-03,GBP,CAD,1.8709
2026-02-03,GBP,CHF,1.0622
2026-02-03,GBP,CNY,9.5015
2026-02-03,GBP,CZK,28.2278
2026-02-03,GBP,DKK,8.6641
2026-02-03,GBP,EUR,1.16
2026-02-03,GBP,HKD,10.7052
2026-02-03,GBP,HUF,440.7251
2026-02-03,GBP,ILS,4.2234
2026-02-03,GBP,INR,123.7214
2026-02-03,GBP,JPY,213.384
2026-02-03,GBP,KRW,1983.842
2026-02-03,GBP,MYR,5.3889
2026-02-03,GBP,NOK,13.2274
2026-02-03,GBP,NZD,2.2669
2026-02-03,GBP,PLN,4.8978
2026-02-03,GBP,RON,5.9089
2026-02-03,GBP,SAR,5.1389
2026-02-03,GBP,SEK,12.188
2026-02-03,GBP,SGD,1.7399
2026-02-03,GBP,THB,43.3305
2026-02-03,GBP,TRY,59.5856
2026-02-03,GBP,TWD,43.2633
2026-02-03,GBP,USD,1.3703
2026-02-03,GBP,ZAR,21.8691
2026-02-03,USD,AUD,1.4257
2026-02-03,USD,BRL,5.2152
2026-02-03,USD,CHF,0.7752
2026-02-03,USD,CNY,6.9336
2026-02-03,USD,CZK,20.599
2026-02-03,USD,DKK,6.3226
2026-02-03,USD,EUR,0.8465
2026-02-03,USD,GBP,0.7297
2026-02-03,USD,HKD,7.812
2026-02-03,USD,HUF,321.615
2026-02-03,USD,ILS,3.082
2026-02-03,USD,INR,90.2845
2026-02-03,USD,JPY,155.715
2026-02-03,USD,KRW,1447.69
2026-02-03,USD,MYR,3.9325
2026-02-03,USD,NOK,9.6526
2026-02-03,USD,NZD,1.6543
2026-02-03,USD,PLN,3.5742
2026-02-03,USD,SAR,3.7501
2026-02-03,USD,SEK,8.8941
2026-02-03,USD,SGD,1.2697
2026-02-03,USD,THB,31.62
2026-02-03,USD,TRY,43.4821
2026-02-03,USD,TWD,31.571
2026-02-03,USD,ZAR,15.9588
2026-02-04,EUR,GBP,0.8633
2026-02-04,GBP,AUD,1.9526
2026-02-04,GBP,CAD,1.8682
2026-02-04,GBP,CHF,1.062
2026-02-04,GBP,CNY,9.4839
2026-02-04,GBP,CZK,28.2353
2026-02-04,GBP,DKK,8.6481
2026-02-04,GBP,EUR,1.1583
2026-02-04,GBP,HKD,10.6753
2026-02-04,GBP,HUF,439.7622
2026-02-04,GBP,ILS,4.2285
2026-02-04,GBP,INR,123.5219
2026-02-04,GBP,JPY,214.0534
2026-02-04,GBP,KRW,1992.1702
2026-02-04,GBP,MYR,5.3727
2026-02-04,GBP,NOK,13.2563
2026-02-04,GBP,NZD,2.2758
2026-02-04,GBP,PLN,4.883
2026-02-04,GBP,RON,5.9015
2026-02-04,GBP,SAR,5.1241
2026-02-04,GBP,SEK,12.3049
2026-02-04,GBP,SGD,1.7388
2026-02-04,GBP,THB,43.349
2026-02-04,GBP,TRY,59.4538
2026-02-04,GBP,TWD,43.1687
2026-02-04,GBP,USD,1.3664
2026-02-04,GBP,ZAR,21.9172
2026-02-04,USD,AUD,1.429
2026-02-04,USD,BRL,5.2505
2026-02-04,USD,CHF,0.7772
2026-02-04,USD,CNY,6.9408
2026-02-04,USD,CZK,20.664
2026-02-04,USD,DKK,6.3291
2026-02-04,USD,EUR,0.8477
2026-02-04,USD,GBP,0.7319
2026-02-04,USD,HKD,7.8127
2026-02-04,USD,HUF,321.84
2026-02-04,USD,ILS,3.0947
2026-02-04,USD,INR,90.3995
2026-02-04,USD,JPY,156.655
2026-02-04,USD,KRW,1457.97
2026-02-04,USD,MYR,3.932
2026-02-04,USD,NOK,9.7016
2026-02-04,USD,NZD,1.6656
2026-02-04,USD,PLN,3.5737
2026-02-04,USD,SAR,3.7501
2026-02-04,USD,SEK,9.0054
2026-02-04,USD,SGD,1.2726
2026-02-04,USD,THB,31.725
2026-02-04,USD,TRY,43.5113
2026-02-04,USD,TWD,31.593
2026-02-04,USD,ZAR,16.0401
2026-02-05,EUR,GBP,0.8716
2026-02-05,GBP,AUD,1.9456
2026-02-05,GBP,CAD,1.8512
2026-02-05,GBP,CHF,1.0515
2026-02-05,GBP,CNY,9.3832
2026-02-05,GBP,CZK,27.8156
2026-02-05,GBP,DKK,8.5658
2026-02-05,GBP,EUR,1.1473
2026-02-05,GBP,HKD,10.5708
2026-02-05,GBP,HUF,434.6411
2026-02-05,GBP,ILS,4.2206
2026-02-05,GBP,INR,122.0814
2026-02-05,GBP,JPY,212.1664
2026-02-05,GBP,KRW,1982.2173
2026-02-05,GBP,MYR,5.3395
2026-02-05,GBP,NOK,13.2355
2026-02-05,GBP,NZD,2.2633
2026-02-05,GBP,PLN,4.8423
2026-02-05,GBP,RON,5.8406
2026-02-05,GBP,SAR,5.0731
2026-02-05,GBP,SEK,12.2226
2026-02-05,GBP,SGD,1.7234
2026-02-05,GBP,THB,42.992
2026-02-05,GBP,TRY,58.9008
2026-02-05,GBP,TWD,42.8513
2026-02-05,GBP,USD,1.3528
2026-02-05,GBP,ZAR,21.9534
2026-02-05,USD,AUD,1.4382
2026-02-05,USD,BRL,5.2735
2026-02-05,USD,CHF,0.7773
2026-02-05,USD,CNY,6.9362
2026-02-05,USD,CZK,20.5615
2026-02-05,USD,DKK,6.3319
2026-02-05,USD,EUR,0.8481
2026-02-05,USD,GBP,0.7392
2026-02-05,USD,HKD,7.8141
2026-02-05,USD,HUF,321.29
2026-02-05,USD,ILS,3.1199
2026-02-05,USD,INR,90.2435
2026-02-05,USD,JPY,156.835
2026-02-05,USD,KRW,1465.27
2026-02-05,USD,MYR,3.947
2026-02-05,USD,NOK,9.7838
2026-02-05,USD,NZD,1.6731
2026-02-05,USD,PLN,3.5795
2026-02-05,USD,SAR,3.7501
2026-02-05,USD,SEK,9.0351
2026-02-05,USD,SGD,1.274
2026-02-05,USD,THB,31.78
2026-02-05,USD,TRY,43.5399
2026-02-05,USD,TWD,31.676
2026-02-05,USD,ZAR,16.2281
2026-02-06,EUR,GBP,0.8681
2026-02-06,GBP,AUD,1.9434
2026-02-06,GBP,CAD,1.8565
2026-02-06,GBP,CHF,1.0554
2026-02-06,GBP,CNY,9.4361
2026-02-06,GBP,CZK,27.8995
2026-02-06,GBP,DKK,8.604
2026-02-06,GBP,EUR,1.1519
2026-02-06,GBP,HKD,10.6395
2026-02-06,GBP,HUF,435.4598
2026-02-06,GBP,ILS,4.2345
2026-02-06,GBP,INR,123.3263
2026-02-06,GBP,JPY,213.5298
2026-02-06,GBP,KRW,1993.0267
2026-02-06,GBP,MYR,5.3743
2026-02-06,GBP,NOK,13.1778
2026-02-06,GBP,NZD,2.2632
2026-02-06,GBP,PLN,4.8594
2026-02-06,GBP,RON,5.8653
2026-02-06,GBP,SAR,5.1058
2026-02-06,GBP,SEK,12.2816
2026-02-06,GBP,SGD,1.7309
2026-02-06,GBP,THB,42.8993
2026-02-06,GBP,TRY,59.3781
2026-02-06,GBP,TWD,43.0599
2026-02-06,GBP,USD,1.3615
2026-02-06,GBP,ZAR,21.8456
2026-02-06,USD,AUD,1.4274
2026-02-06,USD,BRL,5.2263
2026-02-06,USD,CHF,0.7752
2026-02-06,USD,CNY,6.9309
2026-02-06,USD,CZK,20.4925
2026-02-06,USD,DKK,6.3197
2026-02-06,USD,EUR,0.8461
2026-02-06,USD,GBP,0.7345
2026-02-06,USD,HKD,7.8149
2026-02-06,USD,HUF,319.85
2026-02-06,USD,ILS,3.1103
2026-02-06,USD,INR,90.5845
2026-02-06,USD,JPY,156.84
2026-02-06,USD,KRW,1463.9
2026-02-06,USD,MYR,3.9475
2026-02-06,USD,NOK,9.6793
2026-02-06,USD,NZD,1.6624
2026-02-06,USD,PLN,3.5693
2026-02-06,USD,SAR,3.7503
2026-02-06,USD,SEK,9.021
2026-02-06,USD,SGD,1.2714
2026-02-06,USD,THB,31.51
2026-02-06,USD,TRY,43.6139
2026-02-06,USD,TWD,31.628
2026-02-06,USD,ZAR,16.0458
2026-02-09,EUR,GBP,0.8709
2026-02-09,GBP,AUD,1.9294
2026-02-09,GBP,CAD,1.8564
2026-02-09,GBP,CHF,1.0483
2026-02-09,GBP,CNY,9.4582
2026-02-09,GBP,CZK,27.8235
2026-02-09,GBP,DKK,8.5781
2026-02-09,GBP,EUR,1.1482
2026-02-09,GBP,HKD,10.6882
2026-02-09,GBP,HUF,432.3321
2026-02-09,GBP,ILS,4.2155
2026-02-09,GBP,INR,124.031
2026-02-09,GBP,JPY,213.1707
2026-02-09,GBP,KRW,1989.9532
2026-02-09,GBP,MYR,5.3814
2026-02-09,GBP,NOK,13.1115
2026-02-09,GBP,NZD,2.2609
2026-02-09,GBP,PLN,4.8314
2026-02-09,GBP,RON,5.8454
2026-02-09,GBP,SAR,5.1296
2026-02-09,GBP,SEK,12.2005
2026-02-09,GBP,SGD,1.7309
2026-02-09,GBP,THB,42.5439
2026-02-09,GBP,TRY,59.6261
2026-02-09,GBP,TWD,43.1717
2026-02-09,GBP,USD,1.3678
2026-02-09,GBP,ZAR,21.7395
2026-02-09,USD,AUD,1.4106
2026-02-09,USD,BRL,5.1756
2026-02-09,USD,CHF,0.7665
2026-02-09,USD,CNY,6.9152
2026-02-09,USD,CZK,20.3425
2026-02-09,USD,DKK,6.2717
2026-02-09,USD,EUR,0.8395
2026-02-09,USD,GBP,0.7311
2026-02-09,USD,HKD,7.8145
2026-02-09,USD,HUF,316.09
2026-02-09,USD,ILS,3.0821
2026-02-09,USD,INR,90.6825
2026-02-09,USD,JPY,155.855
2026-02-09,USD,KRW,1454.91
2026-02-09,USD,MYR,3.9345
2026-02-09,USD,NOK,9.5862
2026-02-09,USD,NZD,1.653
2026-02-09,USD,PLN,3.5324
2026-02-09,USD,SAR,3.7504
2026-02-09,USD,SEK,8.9201
2026-02-09,USD,SGD,1.2655
2026-02-09,USD,THB,31.105
2026-02-09,USD,TRY,43.5943
2026-02-09,USD,TWD,31.564
2026-02-09,USD,ZAR,15.8944
